simulation,total_revenue
559,20088624.68876591
560,20058357.69799776
561,20059553.04381053
562,20107833.258608174
563,20076531.356525425
564,20095717.545212343
565,20086676.30974982
566,20083581.02572104
567,20095763.40957497
568,20063758.87933637
569,20102237.210900474
570,20070896.76345371
571,20078041.634167902
572,20082682.853927426
573,20047195.881812435
574,20095842.952371422
575,20084653.312974054
576,20078475.42357403
577,20083222.310571354
578,20114343.9474927
579,20087232.19343562
580,20124810.542241745
581,20115815.458946206
582,20063809.740133867
583,20105355.2573457
584,20080630.816279914
585,20074468.335433412
586,20085512.057920307
587,20097747.0136354
588,20100752.18872833
589,20069257.247319873
590,20081422.456955403
591,20143959.98818259
592,20055701.97836638
593,20075684.277413324
594,20092099.691563018
595,20107244.514012527
596,20051900.05060068
597,20121300.981367726
598,20093339.004349682
599,20119181.09756785
600,20083807.095309585
601,20055946.01246352
602,20096135.336547945
603,20094874.067091018
604,20109663.858256947
605,20102709.822220974
606,20094460.417446055
607,20092130.496156942
608,20094747.300986644
609,20090541.11005388
610,20069213.218313765
611,20114262.31440294
612,20085483.194070935
613,20089446.513642594
614,20077739.715259597
615,20049284.696372274
616,20089385.178115416
617,20086510.281662337
618,20137791.302499738
619,20099993.517618433
620,20089742.46052016
621,20079894.209597718
622,20081901.81993091
623,20088057.344233446
624,20101512.55273534
625,20108615.87254985
626,20098132.188259773
627,20089065.508032463
628,20093929.50398064
629,20076257.458036765
630,20087562.94937139
631,20105847.410435874
632,20077421.13987883
633,20104311.432591356
634,20079126.79357178
635,20085973.888315823
636,20071877.438459467
637,20080641.579628054
638,20080578.92260524
639,20091065.930638067
640,20061290.517553158
641,20065549.64648593
642,20084227.58180202
643,20078084.814629227
644,20113302.58027786
645,20097195.25021207
646,20079343.648290735
647,20083550.522895306
648,20075035.529731844
649,20076137.263745762
650,20092313.41534106
651,20085277.165769033
652,20064083.566934634
653,20090981.023833193
654,20107428.78485538
655,20033780.964989915
656,20061553.704913817
657,20096907.443782322
658,20052377.238627296
659,20097923.181088563
660,20096609.00083364
661,20071413.930036608
662,20092741.263043538
663,20050390.8369486
664,20087262.77191291
665,20069264.634992212
666,20097833.010312032
667,20124553.139957186
668,20044994.805892322
669,20069115.05410426
670,20115182.038083658
671,20098136.602042455
672,20062150.23459774
673,20108071.067652684
674,20078476.946109056
675,20066728.529698327
676,20076182.319770534
677,20072774.88882905
678,20094464.22537993
679,20109855.52243766
680,20061192.551210005
681,20049142.933445234
682,20101102.75685355
683,20110024.731616423
684,20067459.885947194
685,20118735.55679342
686,20086166.88848899
687,20083604.006905667
688,20082530.142447967
689,20074402.33356287
690,20067904.2402719
691,20128359.29428592
692,20111726.094706308
693,20095211.84122198
694,20046981.451744303
695,20078111.421258718
696,20106791.79643551
697,20071157.153917238
698,20078619.22186569
699,20073851.868900087
700,20073767.0459922
701,20113070.140222766
702,20067067.86512967
703,20073341.927673575
704,20125940.29107611
705,20064856.922982007
706,20066783.491384275
707,20092002.669455107
708,20092421.56800459
709,20099804.269111406
710,20098970.73484897
711,20056290.490376756
712,20077930.672140565
713,20115769.152328793
714,20084146.864635497
715,20093117.96584614
716,20080322.236689694
717,20095980.610635586
718,20074300.7329498
719,20076295.262842488
720,20059512.616904963
721,20103685.543178905
722,20067219.86901606
723,20089257.510622792
724,20075259.46374358
725,20107112.54641327
726,20095003.01212038
727,20062691.67623119
728,20089291.009028073
729,20077918.295770165
730,20064341.891299862
731,20083182.638885673
732,20107646.077038333
733,20071254.347591985
734,20089862.69461766
735,20065209.728454933
736,20083049.658592135
737,20141462.848662145
738,20094054.438314077
739,20074286.512712922
740,20113332.239863936
741,20064025.170500834
742,20100113.46324636
743,20071792.30843434
744,20100095.878288563
745,20080986.873798944
746,20078814.767258093
747,20120306.185972407
748,20086444.931078035
749,20074999.413313627
750,20090705.54582761
751,20078271.488506522
752,20075191.53240098
753,20066681.80173781
754,20108789.38296208
755,20052014.633431792
756,20114206.629056346
757,20109628.12990405
758,20087343.544046003
759,20058117.352883745
760,20077018.339116108
761,20082140.562161297
762,20078490.509154662
763,20077971.875942092
764,20096948.99637003
765,20104262.271705423
766,20086471.496300172
767,20064297.377627786
768,20122003.32168363
769,20102757.042421035
770,20080714.817725983
771,20086926.34892979
772,20096946.273828268
773,20084244.21497166
774,20065392.98570371
775,20066868.973646566
776,20114205.066133995
777,20075804.726648465
778,20061085.19297257
779,20084215.873243522
780,20067612.086421844
781,20057847.13501001
782,20054398.31088139
783,20100696.907913297
784,20120807.468561277
785,20116872.98684829
786,20062146.81817077
787,20092828.96092007
788,20101465.865597792
789,20075372.67174788
790,20091948.27111573
791,20074044.706405073
792,20114063.331239168
793,20096455.294014424
794,20085881.595289666
795,20081751.779402148
796,20065571.005346198
797,20053654.816268746
798,20105987.258274667
799,20076112.317722782
800,20102289.702647496
801,20079542.668642562
802,20115391.759441167
803,20087479.469319325
804,20125022.272369992
805,20080257.797268167
806,20098642.165879034
807,20052989.272507545
808,20073002.91370776
809,20070549.98062349
810,20076778.9271587
811,20058379.76807167
812,20079885.34289487
813,20066684.31770376
814,20082338.70287586
815,20057792.726471283
816,20093650.798172034
817,20073116.579605
818,20064564.659569696
819,20105302.21285015
820,20111837.001569513
821,20081420.815617647
822,20102114.724554647
823,20096770.987056013
824,20099530.563347526
825,20065727.694834907
826,20085054.840222288
827,20096010.011118516
828,20094748.84411003
829,20066400.27642788
830,20063426.881969947
831,20106194.34901585
832,20105314.873307247
833,20097754.522104632
834,20088443.055072926
835,20070009.819182355
836,20085667.936946947
837,20092532.342753224
838,20116919.094575115
839,20113056.484220836
840,20092290.33806063
841,20097253.07847229
842,20063356.63356012
843,20097202.182191428
844,20033099.52317227
845,20076577.294858262
846,20105884.159406383
847,20115873.94053807
848,20086672.567973975
849,20088738.206219554
850,20096982.122095793
851,20104185.956929535
852,20079493.38361794
853,20091579.212574705
854,20087107.766361754
855,20074549.91294573
856,20123977.951719508
857,20095593.665559337
858,20110257.89656823
859,20100591.253079474
860,20077753.9565569
861,20077591.451495577
862,20082077.148542196
863,20082612.506883208
864,20107743.50335438
865,20078199.35797034
866,20030444.493340738
867,20096605.92957043
868,20068976.498667408
869,20110983.643803354
870,20100510.41187043
871,20110250.461422764
872,20081496.029255282
873,20087957.49848249
874,20076121.145192303
875,20123754.84510432
876,20059134.88717775
877,20080888.328013346
878,20105187.079435878
879,20070430.85999615
880,20109127.81786878
881,20080678.027460467
882,20059634.292290594
883,20062762.16879892
884,20086442.422399208
885,20091619.749787893
886,20094975.672736436
887,20078185.063025754
888,20080081.586650543
889,20084769.780269984
890,20100102.89463098
891,20071035.969173696
892,20109520.100828096
893,20089911.50288245
894,20097492.667109884
895,20092031.78748594
896,20066516.669291224
897,20094401.068793193
898,20057995.957448423
899,20096723.162442014
900,20085854.594029058
901,20079709.86684209
902,20092207.271743435
903,20102616.75475941
904,20101231.43711231
905,20117254.97991539
906,20089169.81117516
907,20062054.2338281
908,20087658.39277012
909,20089770.15811615
910,20102346.578772675
911,20094260.284286164
912,20089212.334518146
913,20083883.73438572
914,20089204.86829757
915,20078282.50442432
916,20068204.517291676
917,20059885.30659629
918,20084844.33554867
919,20056585.12671976
920,20067743.624121156
921,20057457.418941
922,20074814.228865992
923,20119121.59805494
924,20105056.117816012
925,20091511.504088003
926,20060251.11383899
927,20093758.568625897
928,20110105.720215365
929,20070516.978443477
930,20093850.696479052
931,20062930.527501535
932,20070428.82583959
933,20059375.56353617
934,20101674.672563635
935,20083980.021822087
936,20080478.28316179
937,20116597.716230113
938,20094387.457778428
939,20079095.00965259
940,20131152.721391138
941,20079672.345724106
942,20081025.9917161
943,20072657.080547113
944,20088395.279881388
945,20084722.799071092
946,20059199.86278247
947,20087395.993908197
948,20091378.951498393
949,20088839.686782576
950,20076612.393429674
951,20097846.898583364
952,20072454.791910704
953,20093603.899981093
954,20094086.424148478
955,20115869.22862999
956,20078645.34802145
957,20087799.720948417
958,20106988.247682855
959,20053976.919927448
960,20069050.43050662
961,20102479.72895034
962,20074304.63776955
963,20128384.001602292
964,20083017.903695222
965,20092704.3687287
966,20061195.855593804
967,20074226.718691394
968,20085724.68145023
969,20107812.31473332
970,20068192.847268675
971,20075677.226899836
972,20079695.27821436
973,20079265.6188454
974,20099503.8483631
975,20090403.863730274
976,20068136.06286869
977,20068003.903459314
978,20083272.672304172
979,20113479.27107818
980,20103751.850460056
981,20110400.43422983
982,20072145.45297815
983,20109750.273167484
984,20082890.922313686
985,20076938.830742046
986,20088193.47559598
987,20069512.503537722
988,20130006.52612284
989,20095505.5879318
990,20096728.05514995
991,20083013.761166796
992,20106801.264440548
993,20084004.22216645
994,20112159.986832615
995,20083178.919049736
996,20076739.47532841
997,20046251.29332073
998,20099265.06296974
999,20066479.3717512
1000,20095247.881617602
1001,20072727.715165745
1002,20073767.803650122
1003,20084040.338032376
1004,20128194.441024803
1005,20080099.07099043
1006,20071835.941149693
1007,20079139.683335666
1008,20085089.38362613
1009,20085976.52711768
1010,20076402.764200646
1011,20096211.71100162
1012,20091580.776678454
1013,20081196.124603383
1014,20050931.268525697
1015,20086113.6130596
1016,20078831.5691029
1017,20088643.363693066
1018,20084888.090865
1019,20110243.143930294
1020,20061338.73600994
1021,20076320.052147973
1022,20099840.238118287
1023,20075198.73067157
1024,20060927.160029203
1025,20070738.47500581
1026,20093353.99326837
1027,20118868.26190632
1028,20118139.533549245
1029,20082532.297125276
1030,20103632.89922479
1031,20089798.51692138
1032,20064261.359690804
1033,20085628.344426733
1034,20053667.627649397
1035,20094226.362084486
1036,20055200.391965546
1037,20087732.97308424
1038,20078160.123823434
1039,20080519.351805713
1040,20091184.834653687
1041,20084199.457610864
1042,20111806.417269293
1043,20081195.654113963
1044,20102581.394845136
1045,20087690.48148995
1046,20088376.34584853
1047,20124749.94663913
1048,20083040.30860637
1049,20077598.6181329
1050,20085173.765898913
1051,20090460.075387463
1052,20090107.98844261
1053,20078082.49370686
1054,20093456.459037967
1055,20133374.86348638
1056,20043408.104889356
1057,20086426.941412937
1058,20086896.361129634
1059,20126483.031918693
1060,20101728.45815542
1061,20094784.27507136
1062,20098577.452368263
1063,20077516.922956105
1064,20086708.20651936
1065,20093127.70163629
1066,20117105.27593716
1067,20097594.22378214
1068,20096534.278856356
1069,20078245.29282387
1070,20072871.524350587
1071,20083787.036050774
1072,20082035.412575427
1073,20069463.120741803
1074,20077890.25339156
1075,20085561.114108883
1076,20066122.867647197
1077,20049593.97728494
1078,20085596.80236346
1079,20073644.245996486
1080,20097164.60965199
1081,20099538.1344813
1082,20059523.3655337
1083,20090214.247089908
1084,20092303.77219149
1085,20097804.19494253
1086,20068746.3427879
1087,20083487.347018328
1088,20093595.213513162
1089,20047415.62452916
1090,20120028.32072071
1091,20099694.128515553
1092,20094023.51923679
1093,20083379.63278448
1094,20096468.6299067
1095,20061362.26212656
1096,20089327.0110836
1097,20069070.934270393
1098,20087504.22429293
1099,20075864.982231066
1100,20075633.86478843
1101,20075826.656095147
1102,20096808.176226616
1103,20077022.66518982
1104,20082617.428853806
1105,20113195.471408024
1106,20068159.961675417
1107,20094732.27157611
1108,20091841.28171325
1109,20049828.056784272
1110,20091742.746248756
1111,20086218.609477013
1112,20090148.40450995
1113,20079189.556292254
1114,20104333.998577427
1115,20127882.353830457
1116,20086353.982731737
1117,20068453.041756246
1118,20103597.216230087
1119,20113517.32263079
1120,20086877.874206137
1121,20066155.51685565
1122,20101605.055089876
1123,20114634.40435155
1124,20108984.27901083
1125,20081299.998697814
1126,20079146.75855502
1127,20078603.55106416
1128,20076175.7335591
1129,20095921.668338105
1130,20084251.90401785
1131,20059263.35188259
1132,20134098.322126545
1133,20094089.909960542
1134,20094767.1143325
1135,20086126.03029629
1136,20064922.150533676
1137,20099543.176279094
1138,20102448.748145714
1139,20069189.266763255
1140,20111109.113909986
1141,20102563.986526996
1142,20128102.483888257
1143,20061854.146020632
1144,20115483.008737713
1145,20083966.313540675
1146,20108594.804544117
1147,20073029.11201937
1148,20077975.87023216
1149,20090504.45796356
1150,20078706.46440562
1151,20068641.76068129
1152,20109769.53233702
1153,20073898.479807116
1154,20121745.80286391
1155,20112575.005074024
1156,20074390.469759837
1157,20077220.583408922
1158,20103030.794990685
1159,20061778.017306175
1160,20088496.956093512
1161,20073485.943346374
1162,20082240.934290748
1163,20082173.973442137
1164,20081680.733659167
1165,20084497.099855818
1166,20081433.087010857
1167,20062465.946524706
1168,20105656.025489725
1169,20097155.628178578
1170,20082652.885221604
1171,20111679.47232499
1172,20077977.14329568
1173,20067525.426641144
1174,20084393.967090372
1175,20121913.38299008
1176,20092309.14281007
1177,20070054.03705067
1178,20078641.397293963
1179,20052040.256463397
1180,20091488.221680302
1181,20080651.42163415
1182,20080115.21429334
1183,20098041.61387733
1184,20080976.236522518
1185,20076426.916604206
1186,20104377.24959687
1187,20071462.34200007
1188,20100677.619230296
1189,20091819.030939855
1190,20086298.07167141
1191,20071168.381071072
1192,20059011.042846523
1193,20072847.847826518
1194,20105700.791371927
1195,20077539.630836062
1196,20088484.829676528
1197,20081887.41426693
1198,20079604.389944285
1199,20038401.55647359
1200,20081517.880384937
1201,20099346.85088921
1202,20089456.499411
1203,20097441.55912074
1204,20125979.606160447
1205,20116129.57517608
1206,20091263.12752734
1207,20098287.138350718
1208,20059721.298362475
1209,20092809.39214776
1210,20085007.170341544
1211,20092525.802040238
1212,20070248.77505299
1213,20085706.200223207
1214,20091115.090609312
1215,20097424.42291668
1216,20090932.046478104
1217,20069527.849144038
1218,20089013.92835331
1219,20051788.591384143
1220,20088906.135353465
1221,20113280.09570243
1222,20085314.122402918
1223,20080743.049945828
1224,20058676.894179765
1225,20102300.965903718
1226,20124882.68606082
1227,20074045.40964827
1228,20080606.92662758
1229,20074989.86452356
1230,20088686.850235138
1231,20081426.100263383
1232,20113417.64484049
1233,20084858.85540647
1234,20087779.873794906
1235,20075685.668208774
1236,20091400.69783381
1237,20084613.991686203
1238,20092179.77452107
1239,20143198.797007922
1240,20061612.722447753
1241,20080655.17039769
1242,20053895.210024044
1243,20106822.22600324
1244,20056015.42343815
1245,20073361.176682558
1246,20089306.39881672
1247,20102808.94108907
1248,20081372.877084307
1249,20073424.722842168
1250,20103373.136919554
1251,20079709.185695857
1252,20086690.11698709
1253,20122948.96612952
1254,20092545.621173024
1255,20074040.901227765
1256,20090388.740958836
1257,20044094.304838236
1258,20076423.24508312
1259,20079610.088164154
1260,20090811.13605195
1261,20090295.59673759
1262,20078876.167805675
1263,20077748.61980398
1264,20105090.955710378
1265,20083666.379166745
1266,20074203.95339522
1267,20091540.66821862
1268,20081815.32790605
1269,20093538.679045793
1270,20090522.539680023
1271,20093016.92298108
1272,20105483.35863564
1273,20102639.727634545
1274,20098364.316286124
1275,20074367.40365151
1276,20084582.269003663
1277,20059647.998806097
1278,20081156.2164683
1279,20092468.5888594
1280,20063817.702870775
1281,20093563.917037893
1282,20061435.96599291
1283,20077789.420947716
1284,20088155.05183635
1285,20111086.59168196
1286,20061033.671627823
1287,20067703.43932402
1288,20104720.452042133
1289,20108338.15846371
1290,20069309.78343056
1291,20057263.202336833
1292,20072528.56268643
1293,20066238.10652087
1294,20075962.70924764
1295,20090471.671170346
1296,20057906.88092398
1297,20085582.99790288
1298,20073110.87607453
1299,20096820.337694205
1300,20090587.11950815
1301,20070452.367824614
1302,20090084.400759157
1303,20098346.96268575
1304,20078466.79105609
1305,20071442.46446373
1306,20088914.89040843
1307,20072387.4904769
1308,20070410.73837031
1309,20082188.864662826
1310,20095096.969157442
1311,20095964.77711103
1312,20094196.269933466
1313,20114413.17612707
1314,20085319.605533876
1315,20076570.314852327
1316,20097215.060839247
1317,20081353.79451616
1318,20137967.140172593
1319,20057089.821882192
1320,20077069.034692578
1321,20077935.23465574
1322,20108659.014700223
1323,20084167.037149157
1324,20068587.696905166
1325,20071086.27263418
1326,20072928.855212998
1327,20084206.606213238
1328,20096727.90786245
1329,20052331.60780176
1330,20065697.67412914
1331,20085012.80813222
1332,20087302.28755593
1333,20081572.705600943
1334,20065539.305516146
1335,20070039.005462985
1336,20091580.12689889
1337,20051411.069722768
1338,20069637.55077228
1339,20100682.013474114
1340,20111793.161020264
1341,20068103.17012122
1342,20125075.55655676
1343,20068317.94738413
1344,20065614.953630917
1345,20063032.919839274
1346,20099717.493183922
1347,20110656.38949813
1348,20118118.6131219
1349,20087043.7930921
1350,20064252.022628125
1351,20095948.22478158
1352,20077153.972682547
1353,20090743.81223878
1354,20068394.45248169
1355,20055414.65659828
1356,20065256.983590234
1357,20067235.814806063
1358,20089194.742891543
1359,20106509.854478013
1360,20086351.389510203
1361,20049798.773660414
